2.420566146999999901e+01,2.397526120175534459e+01,4.547039668444341487e-01
2.410377606000000128e+01,2.397402026185308443e+01,4.366103830673616626e-01
2.400609212000000170e+01,2.397042564279982102e+01,5.321977464955588433e-01
2.337692347999999853e+01,2.388522649963968547e+01,9.386412167205555601e-01
2.300719499999999940e+01,2.323996518902668740e+01,1.343494117079222505e+00
2.211333438000000129e+01,2.237760558680460932e+01,9.785300102628727847e-01
2.161125991000000113e+01,2.075183338183622084e+01,7.174367397348101472e-01
1.136494931999999913e+01,1.098837400838160505e+01,9.653217021108358997e-01
1.100467412000000067e+01,1.101711906349808778e+01,1.169798343691169640e+00
1.035869965000000015e+01,1.105807774925430031e+01,1.634872654306718909e+00
1.008035291999999927e+01,1.020747045047666468e+01,1.781758414305209870e+00
9.506853632000000331e+00,8.527765065832685565e+00,1.481839515611480529e+00
9.209600335999999388e+00,8.672155444660306856e+00,1.464901539720175672e+00
8.310487894999999625e+00,8.441629103289420399e+00,1.576198230098890152e+00
7.342051363000000386e+00,8.522067106686941784e+00,1.449142593646644217e+00
3.943070216999999822e+00,4.710328997030117648e+00,6.924428603225653012e-01
3.429441730999999827e+00,3.469755648045595109e+00,1.111568977053352336e+00
2.993540255000000094e+00,2.392347500555894513e+00,4.329163115978482690e-01
2.650070899999999785e+00,1.666550476255495905e+00,4.858800753974398812e-01
